Date,Open,High,Low,Close,Adj Close,Volume
2016-06-30,37.15999984741211,37.9900016784668,36.040000915527344,37.959999084472656,29.31393814086914,8066400
2016-07-01,37.65999984741211,39.439998626708984,37.63999938964844,39.27000045776367,30.32556915283203,7446200
2016-07-05,38.810001373291016,38.91999816894531,37.83000183105469,38.779998779296875,29.947166442871094,7322800
2016-07-06,38.560001373291016,38.58000183105469,35.939998626708984,36.5,28.186471939086914,10528800
2016-07-07,36.7599983215332,37.31999969482422,35.15999984741211,35.47999954223633,27.398799896240234,10002000
2016-07-08,35.91999816894531,36.880001068115234,35.43000030517578,36.400001525878906,28.109254837036133,5719300
2016-07-11,36.41999816894531,37.11000061035156,36.09000015258789,36.439998626708984,28.140134811401367,5288300
2016-07-12,36.72999954223633,37.7599983215332,36.5099983215332,37.540000915527344,28.98959732055664,5724500
2016-07-13,37.5,37.81999969482422,36.15999984741211,36.97999954223633,28.557144165039062,6007500
2016-07-14,37.25,37.779998779296875,36.939998626708984,37.38999938964844,28.873762130737305,7515800
2016-07-15,37.63999938964844,37.83000183105469,36.38999938964844,36.54999923706055,28.225082397460938,10004800
2016-07-18,36.58000183105469,37.47999954223633,35.970001220703125,37.040000915527344,28.603487014770508,6841400
2016-07-19,37.0,37.689998626708984,36.88999938964844,37.529998779296875,28.981876373291016,4975700
2016-07-20,37.29999923706055,37.97999954223633,36.779998779296875,37.79999923706055,29.19037628173828,3506000
2016-07-21,37.88999938964844,38.209999084472656,37.06999969482422,37.130001068115234,28.67298698425293,3777800
2016-07-22,37.2599983215332,37.84000015258789,36.7599983215332,37.81999969482422,29.205827713012695,4291800
2016-07-25,37.43000030517578,37.470001220703125,36.72999954223633,36.900001525878906,28.49536895751953,5337200
2016-07-26,36.79999923706055,38.77000045776367,36.58000183105469,38.61000061035156,29.81587791442871,5789700
2016-07-27,38.65999984741211,39.029998779296875,37.650001525878906,37.83000183105469,29.213544845581055,7513800
2016-07-28,38.220001220703125,38.95000076293945,37.02000045776367,38.16999816894531,29.47610092163086,6364200
2016-07-29,38.0099983215332,39.61000061035156,37.63999938964844,39.38999938964844,30.41823387145996,8334900
2016-08-01,39.130001068115234,39.56999969482422,38.540000915527344,38.79999923706055,29.962602615356445,8869100
2016-08-02,39.310001373291016,39.779998779296875,38.22999954223633,38.790000915527344,29.954885482788086,6052000
2016-08-03,38.369998931884766,41.45000076293945,38.369998931884766,41.220001220703125,31.8314208984375,10374100
2016-08-04,41.189998626708984,41.65999984741211,40.31999969482422,40.630001068115234,31.375802993774414,7258700
