Date,Open,High,Low,Close,Adj Close,Volume
2018-07-31,36.25237274169922,37.94117736816406,36.18595886230469,37.88425064086914,30.332670211791992,50837371
2018-08-01,37.5996208190918,38.254268646240234,37.51423263549805,38.20683288574219,30.590953826904297,32734605
2018-08-02,37.59013366699219,38.159393310546875,37.50474548339844,37.618595123291016,30.376440048217773,31879284
2018-08-03,37.59013366699219,38.57685089111328,37.466793060302734,38.46299743652344,31.05828094482422,27368375
2018-08-06,38.29222106933594,39.108158111572266,38.263755798339844,38.937381744384766,31.44133949279785,27479572
2018-08-07,38.75711441040039,39.13662338256836,38.700191497802734,38.74762725830078,31.28811264038086,18928575
2018-08-08,38.62428665161133,39.50664138793945,38.50094985961914,39.28842544555664,31.72480010986328,25837440
2018-08-09,39.184059143066406,39.25047302246094,38.71916580200195,38.89942932128906,31.410682678222656,20121282
2018-08-10,38.71916580200195,39.193546295166016,38.61479949951172,38.83301544189453,31.357067108154297,18194148
2018-08-13,38.851993560791016,39.098670959472656,38.71916580200195,38.71916580200195,31.26512908935547,19860627
2018-08-14,38.74762725830078,38.937381744384766,38.46299743652344,38.62428665161133,31.188520431518555,17336824
2018-08-15,38.709678649902344,39.12713623046875,38.56736373901367,39.051231384277344,31.53327178955078,22428488
2018-08-16,39.117645263671875,39.34535217285156,38.965843200683594,39.29791259765625,31.732458114624023,16457472
2018-08-17,39.35483932495117,40.02846145629883,39.34535217285156,39.93358612060547,32.24575424194336,25910693
2018-08-20,40.0379524230957,40.5787467956543,39.93358612060547,40.16128921508789,32.42961883544922,22521029
2018-08-21,40.16128921508789,40.265655517578125,39.83871078491211,40.0,32.29938507080078,18633244
2018-08-22,39.99051284790039,40.1707763671875,39.667930603027344,39.91461181640625,32.23044204711914,15001687
2018-08-23,39.95256042480469,40.15180206298828,39.810245513916016,40.0379524230957,32.33002853393555,21032148
2018-08-24,40.256168365478516,40.31309127807617,39.84819793701172,40.22770309448242,32.483245849609375,21661703
2018-08-27,40.341556549072266,40.436431884765625,39.193546295166016,39.44971466064453,31.85503387451172,24485896
2018-08-28,39.47817611694336,39.639469146728516,39.20303726196289,39.37381362915039,31.79375648498535,19871694
2018-08-29,39.37381362915039,39.487667083740234,39.06072235107422,39.37381362915039,31.79375648498535,15785020
2018-08-30,39.117645263671875,39.76280975341797,39.08918380737305,39.37381362915039,31.79375648498535,16015425
