Date,Open,High,Low,Close,Adj Close,Volume
2016-10-31,30.344999313354492,30.604999542236328,30.264999389648438,30.274999618530273,26.747766494750977,4822000
2016-11-01,30.399999618530273,30.44499969482422,29.75,30.09000015258789,26.584320068359375,3987200
2016-11-02,30.110000610351562,30.34000015258789,29.889999389648438,29.93000030517578,26.442964553833008,4126200
2016-11-03,29.989999771118164,30.09000015258789,29.690000534057617,29.815000534057617,26.341358184814453,2423400
2016-11-04,29.760000228881836,30.260000228881836,29.725000381469727,30.110000610351562,26.60198974609375,4218400
2016-11-07,30.559999465942383,31.165000915527344,30.450000762939453,31.114999771118164,27.489904403686523,6885200
2016-11-08,32.6150016784668,32.80500030517578,31.594999313354492,31.979999542236328,28.254121780395508,10176600
2016-11-09,31.104999542236328,32.36000061035156,30.774999618530273,32.154998779296875,28.408735275268555,6642400
2016-11-10,32.27000045776367,32.709999084472656,31.05500030517578,31.219999313354492,27.582670211791992,10097000
2016-11-11,31.219999313354492,31.604999542236328,31.079999923706055,31.575000762939453,27.89630699157715,4819400
2016-11-14,31.84000015258789,31.905000686645508,31.549999237060547,31.764999389648438,28.064176559448242,4827600
2016-11-15,31.815000534057617,32.630001068115234,31.729999542236328,32.595001220703125,28.797468185424805,4592400
2016-11-16,32.3849983215332,32.8650016784668,32.25,32.82500076293945,29.000675201416016,3663400
2016-11-17,32.654998779296875,32.95000076293945,32.415000915527344,32.724998474121094,29.072187423706055,3157400
2016-11-18,32.58000183105469,32.724998474121094,32.130001068115234,32.28499984741211,28.681299209594727,6136800
2016-11-21,32.45000076293945,32.80500030517578,32.310001373291016,32.599998474121094,28.961137771606445,5826400
2016-11-22,32.59000015258789,32.83000183105469,32.41999816894531,32.78499984741211,29.1254940032959,4657800
2016-11-23,32.75,33.060001373291016,32.63999938964844,33.05500030517578,29.3653564453125,3424600
2016-11-25,32.97999954223633,33.125,32.91999816894531,33.040000915527344,29.352033615112305,1251800
2016-11-28,32.9900016784668,33.404998779296875,32.81999969482422,32.95000076293945,29.272075653076172,4067200
2016-11-29,32.880001068115234,33.165000915527344,32.744998931884766,33.01499938964844,29.329816818237305,3885000
